Title	Status	Link	Description	Assignees	Labels
Elastic Inference Service (EIS) for Self Managed Clusters via Cloud Connected	Closed	https://github.com/elastic/roadmap/issues/141	"**What the feature is and who it’s for**
Elastic Inference Service (EIS) is now available to self-managed Elasticsearch deployments through Cloud Connect. EIS provides access to Elastic-managed LLM, vector generation, and rerank models running on fast, GPU-based infrastructure. It powers advanced capabilities such as RAG, semantic search, and the AI Assistants in Elastic’s Search, Observability..."		
Serverless monitoring with AutoOps - Indexing Tier	Open	https://github.com/elastic/roadmap/issues/140	"**What the feature is and who it’s for**
AutoOps for Elastic Cloud Serverless provides built-in views that show how project performance impacts compute and storage usage. The Search Tier view and Search AI Lake view help users understand how search activity, ingest, and retention affect VCUs and storage costs.

The new Indexing Tier view adds visibility into how indexing performance influences ..."		
Serverless monitoring with AutoOps - Search AI lake and Search Tier	Closed	https://github.com/elastic/roadmap/issues/139	"**What the feature is and who it’s for**
AutoOps for Elastic Cloud Serverless provides visibility into how project performance impacts compute and storage usage. Enabled automatically in supported regions, it offers curated dashboards, project-level metrics, and insight into key billing dimensions.

Elastic Cloud Serverless automatically manages provisioning, monitoring, and autoscaling, with b..."		
Dashboard usage analytics in Kibana	Open	https://github.com/elastic/roadmap/issues/138	"**What the feature is** 

Dashboard usage analytics in Kibana

**Value proposition**

Learn how often your dashboards are being used--and by who to help better enable your end users.

**Expected outcome**

* Optional dataset that can be enabled that generates usage data for dashboards
* Included out of the box dashboard for analyzing this usage data"		
PromQL support in ES|QL	Open	https://github.com/elastic/roadmap/issues/137	"**What the feature is**

Enhanced support and tooling within the ES|QL editor to enable the construction of advanced time-series analysis queries, achieving functional parity with sophisticated metric query languages, including PromQL. This focuses on making complex calculations, like rates over time and pipelined aggregations, seamless and discoverable within the editor.

**Value proposition**..."		
Create dashboards with natural language in chat	Open	https://github.com/elastic/roadmap/issues/136	"**What the feature is** 

Create dashboards with natural language in chat

**Value proposition**
Users will be able to explore their data by asking the chat questions in natural language. The chat can leverage dashboards and visualizations as inputs for the reasoning agent as well as outputs when they are the most effective response, dramatically reducing the time-to-insights and eliminating th..."		
Schedule alert rule execution	Open	https://github.com/elastic/roadmap/issues/135	"**What the feature is** 

Schedule alert rule execution

**Value proposition**

Precisely manage alert rule execution on a schedule that's simple to configure within Kibana.

**Expected outcome**

* Schedule configuration inside of alert rules"		
Per user authentication support in Kibana connectors	Open	https://github.com/elastic/roadmap/issues/134	"**What the feature is** 

Per use authentication support in Kibana connectors

**Value proposition**

For some 3rd party systems, you want to connect as the user and not a system account for personalized access.

**Expected outcome**

* Kibana connectors support per-user authentication modes"		
Unify Observability and stack alerts	Open	https://github.com/elastic/roadmap/issues/133	"**What the feature is** 

Unify Observability and stack alerts

**Value proposition**

""Best of both worlds"" between Observability Alerting functionality and Stack Alerts. Easier to manage alerts more quickly without locking some functionality in one page versus another.

**Expected outcome**

* Consolidated Stack and Observability Alerts and Rules Management experience"		
Manage alerts tasks with AutoOps	Open	https://github.com/elastic/roadmap/issues/132	"**What the feature is** 

Manage alerts tasks with AutoOps

**Value proposition**

Visualize and automatically manage alert engine task execution without having to crawl through logs and manage settings in different places.

**Expected outcome**

* Configure AutoOps for Task Manager
* Improve health of Task Manager automatically.
* Improve visibility of Task Manager health."		
AutoOps for air-gapped environments	Open	https://github.com/elastic/roadmap/issues/131	"**What is the feature and who it is for?**
AutoOps for air-gapped environments is an advanced monitoring, diagnostics, and optimization solution built for administrators running the Elastic Stack in secure, isolated environments, including Elastic Cloud on Kubernetes (ECK), Elastic Cloud Enterprise (ECE), or bare-metal installations. It is designed specifically for organizations with strict reg..."		
Search Analytics Logs	Open	https://github.com/elastic/roadmap/issues/130	"**What the feature is and who is it for**
The new Search Analytics Logs capability is designed for administrators and search managers who need deeper visibility into the performance, usage, and sources of search queries within their Elasticsearch environments. This feature provides comprehensive logging of search queries, including both DSL and ES|QL types. Administrators can now monitor histor..."		
Terraform Elasticstack - Security rules, CCS API Keys, Synthetics	Closed	https://github.com/elastic/roadmap/issues/129	"**What the feature is and who it's for:**
Recent improvements to the Elastic Stack and Elastic Cloud Terraform providers introduce advanced Infrastructure-as-Code capabilities for the latest stack and cloud features. These enhancements give administrators increased control and flexibility when managing Elastic environments with Terraform.

**Value proposition:**
The latest additions to the Terr..."		
Search Management Dashboard in AutoOps	Open	https://github.com/elastic/roadmap/issues/127	"**What the feature is and who it's for:**
The Search Management Dashboard is designed for administrators who need greater visibility and control over queries running in their Elasticsearch clusters. It provides a centralized interface that highlights long-running queries, making it easier for admins to identify and manage queries that could impact cluster performance. Currently, these capabilit..."		
Search Management Dashboard in Kibana	Open	https://github.com/elastic/roadmap/issues/126	"**What the feature is and who it's for:**
Administrators often face challenges in identifying and managing queries that take longer to execute and can impact cluster performance. Additionally it is hard to track the source of those queries and who submitted them. Currently, locating these queries and acting upon them requires correlating multiple sources including the tasks API and query logs.
..."		
Lovable, Relevant Service Map	Open	https://github.com/elastic/roadmap/issues/124	"**What the feature is and who it's for**
An improved service dependency visualization system designed for platform teams and architects who need to understand and monitor complex service relationships in large environments.

**Value proposition**
Provide efficient visualization and navigation of service dependencies for large environments, with support for embedding service maps in custom dashb..."		
SLO-Health at a Glance for APM	Open	https://github.com/elastic/roadmap/issues/123	"**What the feature is and who it's for**
View the state of APM SLOs directly in your service inventory and service views so investigators can quickly understand which services are degraded at glance. 

**Value proposition**
During an investigation, understanding which services have SLOs which need attention can help identify problematic dependencies faster and restore service health.

Investiga..."		
Trace Investigation in Discover	Closed	https://github.com/elastic/roadmap/issues/120	"**What the feature is and who it's for**
A comprehensive trace search and analysis capability in Discover designed for developers, SREs, and DevOps engineers who need to investigate traces alongside other telemetry data using familiar Discover workflows.

**Value proposition**
Enable users to search and analyze traces directly in Discover using ESQL, reducing context switching between APM UI an..."		
Canvas layout options in Dashboards	Open	https://github.com/elastic/roadmap/issues/118	"**What the feature is** 

Canvas layout options in Dashboards

**Value proposition**

Create pixel perfect fixed dashboard layouts that always looks the exact same when viewed and is optimal for large displays. Enable custom rich information displays that integrate internal business process diagrams and data from Elasticsearch.

**Expected outcome**

* Fixed layout modes in dashboards
* Create ..."		
Customize the solution navigation in Kibana	Open	https://github.com/elastic/roadmap/issues/117	"**What the feature is**
Customize the solution navigation in Kibana allows users to re-order or hide menu items from the left-hand solution navigation on Serverless or when solution views are enabled in ECH / on-prem.

**Value Proposition**
This feature is designed for users who need to quickly access the menu items they use most. Currently, the solution navigation can be cluttered with many ap..."		
Serverless Cross Project Search: Users can control which linked projects to include in their Cross-project search query using user-friendly attributes	Open	https://github.com/elastic/roadmap/issues/116	To improve query performance and relevance, users need an intuitive way to filter which linked projects are included in a search, rather than relying on cryptic identifiers. CPS introduces project routing based on business-friendly metadata tags defined by default (like the project region or cloud provider), or defined by the user (like env:prod or `team:security). This scope is managed via a K...		
More flexible CCS version compatibility between clusters	Open	https://github.com/elastic/roadmap/issues/115	"Customers with multiple clusters connected together via CCS struggle with planning stack upgrades The current version compatibility model requires customers to upgrade the local cluster last. As a result, the central/local cluster might end up remaining on an older, potentially vulnerable version of the stack because remotes are not upgraded yet.

Customers solve this today by maintaining a ded..."		
Admins have insights about CCS queries health and performance via dashboard and alerts	Open	https://github.com/elastic/roadmap/issues/114	"Customers with multiple remote clusters, prevalent in enterprise, government, and Security Solution users, using CCS need to offer a reliable and performant search/dashboard service to their users. To achieve that, they need visibility into CCS queries' health and performance.

Today, some customers make their own dashboards and find crafty solutions to gather some data on the CCS queries or re..."		
"""Tailing"" in Discover"	Open	https://github.com/elastic/roadmap/issues/113	"**What the feature is** 

""Tailing"" in Discover: An optional Tail Mode (Live Streaming) configuration in the Discover table that allows users to continuously append and view new documents in near real-time, similar to watching a live stream of logs.

**Value proposition**:

This feature is designed for users who require real-time monitoring of logs and metrics. Currently, monitoring a live stre..."		
CCS support in all new ES|QL features and functions: INLINE STATS, FORK, RERANK, COMPLETION	Open	https://github.com/elastic/roadmap/issues/112	The new ES|QL features INLINE STATS, FORK, RERANK, and COMPLETION do not support Cross-cluster queries. This is limiting their use by customers relying on CCS for all of their queries. All ES|QL features and functions must support CCS, so these features cannot go GA without CCS support.		
Streamstats in ES|QL: running statistics over time windows	Open	https://github.com/elastic/roadmap/issues/111	"**Streamstats in ES|QL provide running statistics over time windows**

**Value Proposition**

Add dynamic statistical calculations to each individual event as it is processed, based on preceding events or specific groupings. This command allows you to enrich your data with running totals, averages, and counts without altering the event structure, providing immediate context for trend analysis, ..."		
ESQL query analyzer: Get detailed insights into execution profile of ESQL queries	Open	https://github.com/elastic/roadmap/issues/110	"**What the feature is (as Title)**

**Value proposition**

**Expected outcome**

**Optional: Key user stories / use cases**"		
ES|QL: Effectively search unmapped data	Open	https://github.com/elastic/roadmap/issues/108	"## Value Prop

Today it is very hard to access and analyze data that reside in unmapped fields as both `_search` and ES|QL require fields to be mapped in order to be used in queries. Having not fully mapped data more often happens with logs, which are often unstructured and composed of too many variations of fields. Users have to parse each field that they want to be able to search and analyze...."		
Filter multivalue fields by multiple criteria	Open	https://github.com/elastic/roadmap/issues/107	"**What the feature is (as Title)**

**Value proposition**

**Expected outcome**

**Optional: Key user stories / use cases**"		
Lookup IP database information in ES|QL queries	Open	https://github.com/elastic/roadmap/issues/106	"**What the feature is**
Dynamic Geographical Enrichment of IP Addresses at Query Time

**Value Proposition**

Instantly add geographical details (such as country, city, and coordinates) to IP addresses directly within your search queries. This command provides immediate geographical context for network activity and enables location-based analysis and visualization on demand, offering greater fl..."		
Dedup command: Filter out or dedup duplicate data in ES|QL queries	Open	https://github.com/elastic/roadmap/issues/105	"**Dedup command: Filter out or dedup duplicate data in ES|QL queries**

**Value proposition**

Sometimes the processing stages of a query can result in duplicate data. Users want to remove the events that contain an identical combination of values for the fields that they specify. This enables more precise and relevant data results by identifying and removing duplicate events or documents accor..."		
Stateless for Self-Managed: Easier to operate, reduced indexing costs	Open	https://github.com/elastic/roadmap/issues/104	"**Description:** 

This outcome solves the critical problem of high TCO and inflexible scaling for large, self-managed deployments. Building upon segment-based replication, it allows Self-Managed customers to use low-cost object storage (e.g., S3, GCS, Azure Blob) as the system of record and scale indexing and search compute resources independently. This dramatically reduces indexing costs and ..."		
"Downsampling: more efficient ""Last value only"" downsampling"	Closed	https://github.com/elastic/roadmap/issues/103	"**External Title**
Less resource intensive ""last value only"" downsampling

**Value Prop**
Introduce “last value only” as another downsampling method, which just keeps the last value in each bucket instead of the additional statistics tracked by the existing downsampling method (min, max, sum, and value_count for gauges). This is a more light weight, cheaper downsampling method with reduced accu..."		
Split view in Discover	Open	https://github.com/elastic/roadmap/issues/102	"**What the feature is** : 

A new Split View capability within the Discover workspace that allows users to view and interact with two independent sets of data, or two different queries, side-by-side in the same browser tab. This feature works with the existing Discover Tabs system. 

**Value proposition**:

This feature targets analysts and developers who need to compare multiple datasets or qu..."		
ECH/self-managed agents can send data to Serverless projects	Open	https://github.com/elastic/roadmap/issues/101	"**What the feature is and who it’s for**
ECH/self-managed agents can send data to multiple deployments, for example to an external monitoring cluster. Unfortunately it's not possible to target a Serverless project for that, because of technical limitations due to the different nature of the new offering.

We want existing ECH/self-managed customers to configure a remote Serverless project as th..."		
GitOps for Kibana content: new OAS APIs and terraform resources for dashboards, visualizations, maps, and more	Open	https://github.com/elastic/roadmap/issues/100	"**What the feature is** 

GitOps for Kibana content: new OAS APIs and terraform resources for dashboards, visualizations, maps, and more

**Value proposition**

The current process for managing and deploying dashboards across multiple environments—such as development, staging, and production—and across various regional deployments is highly manual, time-consuming, and prone to inconsistency. Ea..."		
Easy setup for RCS2.0 Strong Identity Verification via Kibana UI	Open	https://github.com/elastic/roadmap/issues/99	"**What the feature is and who it’s for**
RCS2.0 Strong Identity Verification introduces the information about the remote identity in the cross-cluster API key.
This information can be passed when creating the API key, and is returned when API keys are listed.

Kibana administrators should have a simple key management in Kibana to specify this information and to read it back in the UI.

**Value ..."		
Reranking using 3rd party rerankers	Closed	https://github.com/elastic/roadmap/issues/98	"**External Product Outcome**
Often a semantic model that allows very accurate ranking comes at a large cost in performance, resources, or both. It is impractical to use such a model to scan a large index, but it is often ideal to scan a large index using a more economic method, obtain the top ranking documents, and then rerank them using the accurate (though costly) model, because running it on..."		
Blend relevance signals with Hybrid Search in ES|QL with FORK and FUSE	Open	https://github.com/elastic/roadmap/issues/97	"**What the feature is**
Simple Hybrid Search in ES|QL using the FORK and FUSE commands, enabling Reranking with Reciprocal Rank Fusion (RRF) and Linear Combination.

**Value proposition**
Users currently struggle to combine the results from different types of searches—like keyword-based full-text search and vector-based semantic search—into a single, unified, and highly relevant result set. Thi..."		
Improving ES|QL search performance	Open	https://github.com/elastic/roadmap/issues/96	"## External Product Outcome
Search in Elasticsearch context relates to the retrieval of individual documents, sorted by a particular order. The most important thing is to get the right documents, but a close second is getting them quickly. In recent months we reduced ES|QL query latency by tens of percents."		
Improve vector ingest and indexing performance	Closed	https://github.com/elastic/roadmap/issues/95	To be able to search data, first one needs to get the data into the system and organize it in a structure that can be searched efficiently. That part is typically referred to as ingest and indexing. It is the first interaction any user has with the system, but it is also an ongoing part of the system operation and potentially consumes computing resources. Ingest and indexing performance is impo...		
Geospatial support in ES|QL: Hash, Tile, and Hex Support for geo_shape	Open	https://github.com/elastic/roadmap/issues/94	"## External Product Outcome Title for Q3
Hash, Tile, and Hex Support for geo_shape in ES|QL

## External Product Outcome
Having a query language that is simple to learn and use simplifies the usage and the learning curve, saves time, and reduces cost. ES|QL brings all of that in addition to new capabilities like joins. Geo users now enjoy in ES|QL the majority of query functionality that they h..."		
Faster and more efficient vector rescoring: Direct I/O vector rescoring	Closed	https://github.com/elastic/roadmap/issues/93	Currently rescoring in vector search is done off-heap. This usually impacts the page cache and increases the variance in query latency (compared to the potential performance if it’s done on disk). It also makes it more difficult to calculate RAM needs and the impact of sizing on query latency. Rescoring vectors can be specified for all HNSW index types, including bbq_hnsw (the current default) ...		
Faster and more efficient vector rescoring: Bulk vector rescoring	Closed	https://github.com/elastic/roadmap/issues/92	Currently, rescoring in vector search is done by fetching and rescoring each vector separately, which is slower and requires more calls to the memory/disk. This slows query latency and increases resource consumption, and is less suitable for work with object store when the data is not cached. Rescoring vectors can be specified for all quantized HNSW index types, including bbq_hnsw (the current ...		
Improve LogsDB storage efficiency and query performance	Open	https://github.com/elastic/roadmap/issues/91	"## External Title

Improve performance for storing and querying logs data (LogsDB)

## Value Prop

Logs are essential for observability, providing the detailed context needed for root cause analysis. However, their high volume and unstructured nature make them disproportionately expensive to store and slow to query. This forces teams to choose between retaining complete data for investigations ..."		
TSDB++ - Improve storage efficiency, ingestion throughput and query latency	Open	https://github.com/elastic/roadmap/issues/90	"## External Title

Improve performance for storing and managing metrics data (TSDB)

## Value Prop

Observability teams rely on metrics to monitor system health and diagnose production incidents. The high volume of this data forces a trade-off between storage costs, data completeness, and the speed of analysis during an outage. This means teams often have to limit monitoring to critical service..."		
Improve downsampling - Full ESQL support and coverage of counters and histograms	Open	https://github.com/elastic/roadmap/issues/89	"## External Title

Improve downsampling - Full ESQL support and coverage of counters and histograms

## Value Prop

Metrics tools and solutions collect large amounts of time series data over time. As the data ages, it becomes less relevant to the current state of the system. Downsampling reduces the storage footprint of time-series data by storing it at reduced granularity, while, at the same t..."		
Time-series support in ES|QL (Tech Preview)	Closed	https://github.com/elastic/roadmap/issues/88	"**External Title**
Time-series support in ES|QL (Tech Preview)  - Advanced time series analytics

**Value Prop**
In Elasticsearch 9.2 we introduced as a Tech Preview the [TS command](https://www.elastic.co/docs/reference/query-languages/esql/commands/ts) to query time series data streams and an initial set of [time series aggregation functions](https://www.elastic.co/docs/reference/query-langua..."		
Support RCS2.0 in GovCloud FedRAMP ECH	Closed	https://github.com/elastic/roadmap/issues/87	"**What the feature is and who it’s for**
Elastic Cloud customers that need to use our GovCloud FedRAMP environment for their deployments have strict compliance and security constraints because of the nature of their business.

**Value proposition**
We want customer to fully leverage all the latest security improvements, including the new strong identity verification for remote clusters performi..."		
DiskBBQ: Disk friendly vector search algorithm with binary quantization	Open	https://github.com/elastic/roadmap/issues/86	"**External Title**
DiskBBQ - The disk friendly vector search algorithm

**External Product Outcome**
DiskBBQ is a new algorithm for indexing and searching dense vectors, which is becoming the new default option in Elasticsearch. Compared with the previous default (HNSW using BBQ), DiskBBQ offers a competitive query latency and recall, an order of magnitude better indexing performance, and most ..."		
Generate ES|QL with natural language in Kibana	Open	https://github.com/elastic/roadmap/issues/85	"**What the feature is**

Generate ES|QL with natural language in Kibana. This feature will introduce an in-context Natural Language Processing (NLP) capability directly within the Kibana ES|QL editor. Users will be able to type a question in plain English, and the system will generate the corresponding ES|QL query, replacing their prompt in the editor.

**Value proposition**:

This feature help..."		
Variable controls for index pattern in ES|QL (FROM ?index)	Open	https://github.com/elastic/roadmap/issues/84	"**What the feature is** 

Variable controls for index pattern in ES|QL (FROM ?index)

**Value proposition**:

This feature targets users who create dashboards with ES|QL visualizations over data that is partitioned into multiple index patterns or streams. The main problem today is that users must create and maintain duplicate dashboards to run the same query logic against different data sources..."		
ES|QL controls from ?index	Open	https://github.com/elastic/roadmap/issues/83	"**What the feature is (as Title)** ES|QL controls from ?index

**Value proposition**

**Expected outcome**

**Optional: Key user stories / use cases**"		
ES|QL controls from ?index	Open	https://github.com/elastic/roadmap/issues/82	"**What the feature is (as Title)** ES|QL controls from ?index

**Value proposition**

**Expected outcome**

**Optional: Key user stories / use cases**"		
Create classic streams	Closed	https://github.com/elastic/roadmap/issues/81	"**What the feature is** 

Create classic streams

**Value proposition**

Create new classic streams in one click without having to go to several other places in Kibana or ingest data first. 

**Expected outcome**

* Can create classic streams in the interface"		
Browse indexes and fields by type in ES|QL editor	Open	https://github.com/elastic/roadmap/issues/80	"**What the feature is**:

A new, interactive, in-context browser for indices and fields that is directly integrated into the ES|QL query editor. This feature eliminates the need to leave your current workflow or disrupt your query to find the data you need. 

**Value proposition**:

This feature is designed for users who frequently write and edit ES|QL queries but lack immediate access to schem..."		
Read-only dashboards sharing	Closed	https://github.com/elastic/roadmap/issues/79	"**What the feature is (as Title)** Read-only dashboards sharing

**What the feature is and who it’s for**
Users want to build their dashboards and share them with colleagues without the risk that someone unintentionally modifies them. Today, all users with write access to a given Space can change any dashboard in it, and this approach doesn't really fit scenarios where more consistency is neede..."		
Read-only dashboards sharing	Open	https://github.com/elastic/roadmap/issues/78	"**What the feature is (as Title)** Read-only dashboards sharing

**Value proposition**

**Expected outcome**

**Optional: Key user stories / use cases**"		
Freely place dashboard controls	Closed	https://github.com/elastic/roadmap/issues/77	"**What the feature is** 

Freely placable controls in the dashboard

**Value proposition** 
Controls are a key filtering mechanism for users to get their insights in a dashboard. Placing controls freely in the dashboard instead of sticking them in the top of the dashboard will allow users to optimize their layouts. It will also allow users to filter only a subset of visualizations in their dash..."		
Google Private Service Connect support in Elastic Cloud Serverless	Open	https://github.com/elastic/roadmap/issues/76	**What the feature is and who it's for:** This is a new capability allowing customers to establish secure, private network connections to their Serverless projects, using Google Private Service Connect, to ensure data traffic bypasses the public internet. This feature is designed for enterprise customers, particularly those in regulated industries or with strict corporate security policies that...		
Freely place ES|QL dashboard controls	Open	https://github.com/elastic/roadmap/issues/75	"**What the feature is (as Title)** Freely placable ES|QL controls

**Value proposition**

**Expected outcome**

**Optional: Key user stories / use cases**"		
Chaining variable controls	Closed	https://github.com/elastic/roadmap/issues/74	"**What the feature is** 

Chaining variable controls

**Value proposition**
Controls are a key mechanism for filtering the dashboard. Chaining variables will allow the output of a variable control to be the input of another variable control. This will allow for example to create one control to filter down the next which is specially useful for customers with complex environments where the data ..."		
Azure Private Link support in Elastic Cloud Serverless	Open	https://github.com/elastic/roadmap/issues/73	**What the feature is and who it's for:** This is a new capability allowing customers to establish secure, private network connections to their Serverless projects, using Azure Private Link, to ensure data traffic bypasses the public internet. This feature is designed for enterprise customers, particularly those in regulated industries or with strict corporate security policies that prohibit da...		
Fine-grained log delivery controls in Elastic Cloud	Open	https://github.com/elastic/roadmap/issues/72	"**What the feature is and who it’s for**

This feature introduces flexible logging controls for Elastic Cloud users who want more granular control over how their Hosted deployment and Serverless project logs are managed. It’s designed for administrators and DevOps teams looking to reduce storage overhead, improve visibility, and align log management with their operational and compliance needs.
..."		
AWS PrivateLink support in Elastic Cloud Serverless	Open	https://github.com/elastic/roadmap/issues/71	**What the feature is and who it's for:** This is a new capability allowing customers to establish secure, private network connections to their Serverless projects, using AWS PrivateLink, to ensure data traffic bypasses the public internet. This feature is designed for enterprise customers, particularly those in regulated industries or with strict corporate security policies that prohibit data ...		
Simplified search in ES|QL editors	Closed	https://github.com/elastic/roadmap/issues/70	"**What the feature is**

Simplified Search in ES|QL editors

**Value proposition**

Analysts, support engineers, and SREs who prefer simple search inputs often find ES|QL syntax too technical for quick searches. This Simplified Search provides an effortless, KQL-like ""type and go"" experience that auto-generates valid ES|QL queries. By removing the need to learn complex syntax for basic searches..."		
Subquery support in ES|QL language and Kibana editors	Open	https://github.com/elastic/roadmap/issues/68	"**What the feature is (as Title)** Subquery support in ES|QL language and Kibana editors

**Value proposition** 

**Expected outcome**

**Optional: Key user stories / use cases**"		
Replace proprietary RUM Agent with new OTel-based Javascript SDK	Open	https://github.com/elastic/roadmap/issues/67	"**Value proposition**
This feature will provide an Elastic Distribution of OpenTelemetry version of the [OpenTelemetry JavaScript SDK](https://opentelemetry.io/docs/languages/js/), providing the ability to use the OpenTelemetry JavaScript SDK to provide RUM instrumentation data to Elastic Observability. The capabilities targeted for the initial work are to as closely match the data types that e..."		
Indexing dense vectors using Nvidia GPUs	Closed	https://github.com/elastic/roadmap/issues/66	"**External Title**
Vector indexing with GPU

**External Product Outcome**
Indexing vectors into HNSW graphs with GPUs is significantly faster and more economic compared to indexing with CPUs. Using NVIDIA GPUs offers a performance improvement of around an order of magnitude (for the parts of the process that can be performed by a GPU)."		
Serverless users can search across multiple projects	Open	https://github.com/elastic/roadmap/issues/65	"**Value proposition**

Cross-Project Search (CPS) is a foundational feature reimagined for the Elastic Serverless platform, enabling Enterprise customers to seamlessly unify data scattered across multiple projects. This capability is critical for architectural requirements such as data residency, scalability, cost optimization, and tenant isolation. 

The core value propositions delivered by CP..."		
ES|QL Lookup Join functionality equivalent to Enrich for usage at query time	Open	https://github.com/elastic/roadmap/issues/64	"**Value Proposition**

ES|QL added support for join-like operations early on with ENRICH, as it was convenient to reuse the existing ENRICH infrastructure from ingest pipelines. However, as ENRICH was optimised for ingest time lookups and small datasets that don’t change often, it has a poor UX with many commonly reported limitations when it is used for query time lookups as in ES|QL. To addres..."		
Preserve input columns when calculating STATS (INLINE STATS)	Closed	https://github.com/elastic/roadmap/issues/63	"**Value Proposition**

The STATS command only outputs the aggregations that you ask it for - it drops the input fields. Some use cases for the STATS command need to do another operation on the original fields afterwards but can't as those field are gone. You might want to compare an individual row's data with the aggregated data for the group it belongs to, e.g. comparing a per-group COUNT comp..."		
ES|QL name qualifiers to manage duplicated column names in a query	Open	https://github.com/elastic/roadmap/issues/62	"Name qualifiers

Value Proposition

As ES|QL gains more ways to analyse and correlate multiple datasets in one query, like joins, views, and subqueries, there becomes a need to resolve or prevent field name conflicts and ambiguities. For example, a lookup index used with Lookup Join might have fields with the same names as fields in the source index of FROM. A subquery could return fields confl..."		
ES|QL: Lookup on more flexible criteria than single exact match	Closed	https://github.com/elastic/roadmap/issues/61	"**Value Proposition**

Lookup Join introduced the ability to do SQL-style LEFT OUTER JOINs in ES|QL. The initial release of Lookup Join relies on a common field name between the left index (from the source command) and the right index (the lookup index), and an exact match of the field values. This satisfies many use cases but more flexibility is needed for other use cases. Users need to match ..."		
ES|QL subquery: Enable multi-phased analytics with query within a query	Open	https://github.com/elastic/roadmap/issues/60	"**Value Proposition**

​​Analysts and engineers striving for deep, actionable insights often need to perform complex data correlations and multi-stage investigations. Their analytical process is frequently iterative; the results of one exploratory query often dictate the parameters or focus of subsequent queries. This requires a way to chain analytical steps, using dynamically generated lists o..."		
Admins can view and manage long running queries	Open	https://github.com/elastic/roadmap/issues/59	"**Value Proposition**

Administrators often face challenges in identifying and managing queries that take longer to execute and can impact cluster performance. Additionally it is hard to track the source of those queries and who submitted them. Currently, locating these queries and acting upon them requires correlating multiple sources including the tasks API and query logs.

**Expected outcome..."		
Time series data can efficiently display in the expected order	Closed	https://github.com/elastic/roadmap/issues/58	"**Value Proposition**

Users searching logs and metrics data in Kibana typically want to see the results in timestamp order (newest first) by default, to see the most relevant data first. This is already true when using KQL/DSL in Kibana Discover. With ES|QL, we can return results quickly when they are unsorted, but sorting adds considerable overhead and latency.

**Expected Outcomes**

Sorting..."		
Process very large data and result sets with ES|QL	Open	https://github.com/elastic/roadmap/issues/57	"**Value Proposition**

Users with large datasets sometimes need to return more rows from a query than ES|QL allows. We're currently constrained to the amount of available Java heap memory as we lack features like Spill to Disk. Without pagination, increasing the LIMIT just creates a larger response object putting more stress on the network and the client, such as Kibana. We need to be able to r..."		
Time series data can efficiently display in the expected order	Open	https://github.com/elastic/roadmap/issues/56	"**Value Proposition**

Users searching logs and metrics data in Kibana typically want to see the results in timestamp order (newest first) by default, to see the most relevant data first. This is already true when using KQL/DSL in Kibana Discover. With ES|QL, we can return results quickly when they are unsorted, but sorting adds considerable overhead and latency.

**Expected Outcomes**

Sorting..."		
Reduce Log Storage Costs with Transparent Pattern-Based Compression	Closed	https://github.com/elastic/roadmap/issues/55	"Reduce Log Storage Costs with Pattern-based Compression for log messages (LogsDB) 

## Value Prop

LogsDB is composed of various optimizations that provide up to 3.2x storage savings for storing logs. Even after all those savings, in most log datasets the message field relatively uses most of the storage compared to other fields. This is because log messages are stored as is and general compres..."		
Search flattened fields in ES|QL to avoid mapping explosion	Open	https://github.com/elastic/roadmap/issues/53	"**Value Proposition**

Elasticsearch's flattened field type is sometimes used for indexing objects with a large or unknown number of unique keys, such as AWS Cloudtrail logs. This avoids mapping explosion by having one field where there might otherwise be tens of thousands of fields. ES|QL does not yet support the flattened field type.

**Expected Outcome**

Users will be able to retrieve field..."		
Lens charts that use Top N nested aggs get faster with ES|QL	Open	https://github.com/elastic/roadmap/issues/52	"**Value Proposition**

Lens has an extremely popular feature ""Breakdown"" by ""Top X values of "". These can be nested in multiple layers, for example ""Top 3 error codes from the 5 servers with the most log entries, in hourly buckets"". This relies on hierarchical aggregation capability of our classic aggregations framework that ES|QL does not yet offer. If we support this with ES|QL we should be a..."		
Interact with data through ES|QL in my desired timezone	Open	https://github.com/elastic/roadmap/issues/51	"**Value Proposition**

Kibana supports a timezone configuration per space. This default setting is set to “Browser” which is dynamic to the browser’s current time zone. Kibana users authoring DSL-powered panels that use a date histogram get query-time histogram buckets that honor the setting. This is not possible with ES|QL until ES|QL has support for timezones.

**Expected Outcomes**

ES|QL re..."		
Enabling Direct Data Migration with Reindex from Remote for Serverless	Open	https://github.com/elastic/roadmap/issues/50	"**Description:**
To provide greater feature parity with other Elastic deployment models and address a key requirement for data mobility, we are enabling the **Reindex from Remote** API for Elastic Serverless. This feature delivers a direct, server-side mechanism for moving data from a source Elasticsearch cluster into a Serverless project.

As a well-established Elasticsearch capability, Reinde..."		
Materialized Views: Accelerate queries by defining automatically refreshing, pre-calculated views	Open	https://github.com/elastic/roadmap/issues/49	"**Value Proposition**

Queries can get complex and can take longer to run than a user loading a dashboard would like to wait. For popular queries used frequently in dashboards or alerting and detection rules, it pays to accelerate them by pre-calculating the results, like we do with Transforms. Views can store a query for easy reuse, and by automatically running the view on a recurring basis, M..."		
